"","species","x","lower","upper","mu","level"
"1","1",-22.8065,0,0,0,95
"2","1",-22.8065,0,0,0,50
"3","1",-22.3581070707071,0,0,0,95
"4","1",-22.3581070707071,0,0,0,50
"5","1",-21.9097141414141,0,0,0,95
"6","1",-21.9097141414141,0,0,0,50
"7","1",-21.4613212121212,0,0,0,95
"8","1",-21.4613212121212,0,0,0,50
"9","1",-21.0129282828283,0,0,0,95
"10","1",-21.0129282828283,0,0,0,50
"11","1",-20.5645353535354,0,0.00629676032162474,5.41507793221972e-06,95
"12","1",-20.5645353535354,0,0.0021704792909929,5.41507793221972e-06,50
"13","1",-20.1161424242424,0,0.024137447422274,8.93943541075068e-05,95
"14","1",-20.1161424242424,0,0.0083651409671026,8.93943541075068e-05,50
"15","1",-19.6677494949495,0,0.0612329753204259,0.000427330705333439,95
"16","1",-19.6677494949495,0,0.0213526050320298,0.000427330705333439,50
"17","1",-19.2193565656566,0,0.095701057147474,0.00135427044307676,95
"18","1",-19.2193565656566,0,0.0338221836792403,0.00135427044307676,50
"19","1",-18.7709636363636,0,0.142102339606296,0.00339128159301458,95
"20","1",-18.7709636363636,0,0.051126437752411,0.00339128159301458,50
"21","1",-18.3225707070707,0,0.180123278746911,0.00712592250648156,95
"22","1",-18.3225707070707,0,0.0666601509492416,0.00712592250648156,50
"23","1",-17.8741777777778,0,0.245511031237017,0.0134384423153216,95
"24","1",-17.8741777777778,0,0.0933024519419501,0.0134384423153216,50
"25","1",-17.4257848484848,0,0.298526986878902,0.0230532654764821,95
"26","1",-17.4257848484848,0,0.117853069452424,0.0230532654764821,50
"27","1",-16.9773919191919,0,0.349443619634421,0.036265061195615,95
"28","1",-16.9773919191919,0,0.144040372024977,0.036265061195615,50
"29","1",-16.528998989899,0,0.385058727290741,0.053291591967055,95
"30","1",-16.528998989899,0,0.167463859413212,0.053291591967055,50
"31","1",-16.0806060606061,0,0.422124285487141,0.073704817616851,95
"32","1",-16.0806060606061,5.87412592937925e-05,0.193607714660356,0.073704817616851,50
"33","1",-15.6322131313131,0,0.459834071010434,0.0970144301111205,95
"34","1",-15.6322131313131,0.00159908182331634,0.221872912658104,0.0970144301111205,50
"35","1",-15.1838202020202,0,0.498096797140399,0.123290314608062,95
"36","1",-15.1838202020202,0.00909108087595538,0.252273873882205,0.123290314608062,50
"37","1",-14.7354272727273,0,0.535938478039191,0.151672271566096,95
"38","1",-14.7354272727273,0.0246907580847111,0.283911241086578,0.151672271566096,50
"39","1",-14.2870343434343,0,0.576238849780142,0.181897826247167,95
"40","1",-14.2870343434343,0.0473847885080449,0.317603880313891,0.181897826247167,50
"41","1",-13.8386414141414,0,0.618782288000056,0.213805106967075,95
"42","1",-13.8386414141414,0.0746707268930759,0.353171421769104,0.213805106967075,50
"43","1",-13.3902484848485,0,0.663390057596941,0.247259984163748,95
"44","1",-13.3902484848485,0.104055582708944,0.390464385618553,0.247259984163748,50
"45","1",-12.9418555555556,0,0.709903479218755,0.282143405375886,95
"46","1",-12.9418555555556,0.134936728301235,0.429350082450537,0.282143405375886,50
"47","1",-12.4934626262626,0,0.758176022399063,0.318345450755565,95
"48","1",-12.4934626262626,0.166984908043327,0.469705993467803,0.318345450755565,50
"49","1",-12.0450696969697,0,0.808068732578999,0.35576189651216,95
"50","1",-12.0450696969697,0.20010785017401,0.51141594285031,0.35576189651216,50
"51","1",-11.5966767676768,0.00012724082603172,0.859447290809499,0.394292005958591,95
"52","1",-11.5966767676768,0.234216374795856,0.554367637121325,0.394292005958591,50
"53","1",-11.1482838383838,0.00163756439964779,0.912179995752653,0.433837013790953,95
"54","1",-11.1482838383838,0.26922305100576,0.598450976576146,0.433837013790953,50
"55","1",-10.6998909090909,0.00788512492081562,0.966136316185635,0.474299039061831,95
"56","1",-10.6998909090909,0.305041233917924,0.643556844205738,0.474299039061831,50
"57","1",-10.251497979798,0.0222168881229588,1.02118581985037,0.515580280886158,95
"58","1",-10.251497979798,0.341584352203951,0.689576209568365,0.515580280886158,50
"59","1",-9.80310505050505,0.0425823468716131,1.0771973630982,0.55758241003062,95
"60","1",-9.80310505050505,0.378765369178236,0.736399450883003,0.55758241003062,50
"61","1",-9.35471212121212,0.0677714958942057,1.13403846862174,0.600206101748252,95
"62","1",-9.35471212121212,0.416496369008658,0.783915834487845,0.600206101748252,50
"63","1",-8.90631919191919,0.0958847357256342,1.19157484352385,0.643350673980361,95
"64","1",-8.90631919191919,0.454688236260305,0.832013111700417,0.643350673980361,50
