,1,2,3,4,5,6,7,8,9,10,11,12
1,0,0.513,0.772,0.159,2.002**,1.442,1.058,1.149,2.194**,0.884,1.47,1.178
2,-0.513,0,0.258,-0.354,1.489,0.929,0.545,0.636,1.681*,0.371,0.957,0.665
3,-0.772,-0.258,0,-0.612,1.23,0.67,0.286,0.378,1.422*,0.113,0.698,0.406
4,-0.159,0.354,0.612,0,1.843**,1.283,0.899,0.99,2.035**,0.725,1.311,1.019
5,-2.002**,-1.489,-1.23,-1.843**,0,-0.56,-0.944,-0.853,0.192,-1.118,-0.532,-0.824
6,-1.442,-0.929,-0.67,-1.283,0.56,0,-0.384,-0.293,0.752,-0.557,0.028,-0.264
7,-1.058,-0.545,-0.286,-0.899,0.944,0.384,0,0.091,1.136,-0.174,0.412,0.12
8,-1.149,-0.636,-0.378,-0.99,0.853,0.293,-0.091,0,1.045,-0.265,0.32,0.029
9,-2.194**,-1.681*,-1.422*,-2.035**,-0.192,-0.752,-1.136,-1.045,0,-1.31*,-0.724,-1.016
10,-0.884,-0.371,-0.113,-0.725,1.118,0.557,0.174,0.265,1.31*,0,0.585,0.294
11,-1.47,-0.957,-0.698,-1.311,0.532,-0.028,-0.412,-0.32,0.724,-0.585,0,-0.292
12,-1.178,-0.665,-0.406,-1.019,0.824,0.264,-0.12,-0.029,1.016,-0.294,0.292,0
